,side,teamname,team kpm,dragons,barons,towers,dpm,vspm,earned gpm,wcpm,cspm,xpat15,goldat15,result
646,Blue,Movistar R7,0.7635,3.0,0.0,11.0,3419.0138,8.2078,1365.4613,1.1453,32.8314,29571.0,24800.0,1
647,Red,Isurus,0.2227,1.0,0.0,1.0,2711.5483,6.8717,926.8823,1.2407,30.6045,29855.0,24471.0,0
648,Blue,Dplus KIA Challengers,0.6268,3.0,1.0,6.0,2562.282,8.3407,1246.9104,2.5311,32.953,30545.0,25692.0,0
649,Red,DRX Challengers,0.4821,3.0,1.0,8.0,2680.3536,10.8236,1243.3186,1.8562,30.5665,30283.0,24213.0,1
650,Blue,Nongshim Esports Academy,0.3479,4.0,1.0,10.0,1966.5656,11.1864,1224.2194,1.8198,35.8876,30746.0,26383.0,1
651,Red,OKSavingsBank BRION Challengers,0.1873,1.0,0.0,0.0,1943.1222,8.2694,991.6325,2.1677,33.1847,29707.0,24538.0,0
652,Blue,DRX Challengers,0.3243,2.0,0.0,5.0,2060.6093,9.4054,1109.5135,1.7101,32.4029,31153.0,28896.0,0
653,Red,Dplus KIA Challengers,0.5012,2.0,2.0,9.0,2348.344,8.0491,1351.3415,2.3292,34.0835,30188.0,25921.0,1
654,Blue,OKSavingsBank BRION Challengers,0.5379,1.0,1.0,8.0,2148.3281,9.117,1190.13,1.775,30.7127,29847.0,24766.0,1
655,Red,Nongshim Esports Academy,0.2958,4.0,0.0,4.0,2104.2761,10.3003,1103.5052,1.9901,33.4558,30779.0,26449.0,0
656,Blue,Dplus KIA Challengers,0.1534,4.0,0.0,3.0,1377.3313,8.3436,948.0061,2.2086,33.1902,31224.0,24997.0,0
657,Red,DRX Challengers,0.3374,1.0,1.0,8.0,1849.7239,11.7178,1154.1411,2.0859,33.1902,31343.0,25049.0,1
658,Blue,Nongshim Esports Academy,0.2584,0.0,1.0,8.0,2343.4884,9.4832,1072.8165,2.2481,28.5788,29524.0,25021.0,1
659,Red,OKSavingsBank BRION Challengers,0.6718,6.0,0.0,4.0,2754.3928,9.1473,1201.1628,1.8346,29.1473,29586.0,25425.0,0
660,Blue,Anyone's Legend,0.1744,3.0,0.0,1.0,1670.407,11.1628,939.6802,3.1395,32.54324401913876,29876.795454545456,25044.644736842107,0
661,Red,Team WE,0.4942,2.0,2.0,10.0,2465.1744,11.4535,1343.1977,2.9651,32.54324401913876,29876.795454545456,25044.644736842107,1
662,Blue,KT Rolster,0.507,4.0,0.0,7.0,1752.2535,10.7887,1149.2958,2.0563,31.6901,29970.0,25329.0,1
663,Red,T1,0.3662,1.0,1.0,3.0,1556.9296,9.1268,1128.7887,1.9155,31.8873,31297.0,26940.0,0
664,Blue,Team WE,0.2749,2.0,1.0,8.0,2114.6735,10.2405,1273.8144,2.1993,32.54324401913876,29876.795454545456,25044.644736842107,1
665,Red,Anyone's Legend,0.2062,2.0,0.0,2.0,1458.3505,10.3436,1060.8591,2.4399,32.54324401913876,29876.795454545456,25044.644736842107,0
666,Blue,T1,1.0858,3.0,0.0,7.0,3137.2305,6.7034,1437.6397,1.1802,32.7616,30642.0,27845.0,1
667,Red,KT Rolster,0.2832,0.0,0.0,1.0,2017.3879,6.1369,952.919,0.9913,29.6459,26472.0,22611.0,0
668,Blue,CTBC Flying Oyster,0.8987,3.0,1.0,10.0,2588.174,7.7889,1537.5749,0.8131,32.8673,30362.0,27678.0,1
669,Red,West Point Esports,0.1284,0.0,0.0,0.0,1349.3581,5.6919,812.1398,0.8987,28.8445,27856.0,22878.0,0
670,Blue,Oh My God,0.1359,2.0,0.0,0.0,2200.1586,7.2367,968.154,1.393,32.54324401913876,29876.795454545456,25044.644736842107,0
671,Red,FunPlus Phoenix,0.4077,2.0,2.0,10.0,2433.8732,8.5617,1342.2537,1.7667,32.54324401913876,29876.795454545456,25044.644736842107,1
672,Blue,KT Rolster,0.0685,0.0,0.0,0.0,1068.4523,8.1553,852.1645,1.5077,33.0668,29041.0,23709.0,0
673,Red,T1,0.5483,3.0,2.0,10.0,2157.3615,8.8064,1489.823,1.679,37.3844,30867.0,26126.0,1
674,Blue,CTBC Flying Oyster,0.6881,4.0,1.0,11.0,2278.039,9.0482,1466.9037,1.3417,35.0573,30192.0,26502.0,1
675,Red,West Point Esports,0.2408,0.0,0.0,1.0,1717.9472,5.9862,954.461,1.1697,31.6858,28488.0,23371.0,0
676,Blue,MGN Blue Esports,0.478,3.0,1.0,5.0,2498.3643,8.3802,1205.9586,1.2746,29.9522,29100.0,25424.0,0
677,Red,GAM Esports,0.6691,2.0,1.0,10.0,3153.3617,7.2013,1454.1476,1.0515,35.8152,30361.0,27451.0,1
678,Blue,FunPlus Phoenix,0.2872,2.0,2.0,10.0,1955.3936,9.0638,1293.0957,1.9468,32.54324401913876,29876.795454545456,25044.644736842107,1
679,Red,Oh My God,0.2553,2.0,0.0,2.0,1640.8723,8.4574,1022.8085,1.4681,32.54324401913876,29876.795454545456,25044.644736842107,0
680,Blue,MGN Blue Esports,0.4501,1.0,0.0,3.0,2422.6774,8.9325,1118.5343,2.1119,31.7138,29000.0,27584.0,0
681,Red,GAM Esports,1.004,3.0,1.0,11.0,3113.6988,9.2787,1557.0225,1.558,33.0294,29451.0,27748.0,1
682,Blue,Beyond Gaming,0.6778,3.0,1.0,9.0,2849.6234,9.2385,1232.2594,1.9079,28.9205,28627.0,26949.0,1
683,Red,Deep Cross Gaming,0.3766,3.0,1.0,3.0,3559.5063,10.2176,1083.7657,2.5356,28.0669,27459.0,23855.0,0
684,Blue,FearX,0.3549,4.0,2.0,9.0,2174.7634,9.9606,1220.9148,1.6325,34.4479,30415.0,23977.0,1
685,Red,DRX,0.0946,2.0,0.0,1.0,2469.2271,8.7303,946.112,2.0584,31.5615,29182.0,23108.0,0
686,Blue,Bilibili Gaming,0.7206,4.0,1.0,11.0,2282.6945,10.3708,1454.9452,2.5065,32.54324401913876,29876.795454545456,25044.644736842107,1
687,Red,Royal Never Give Up,0.3133,1.0,0.0,1.0,1529.0131,9.1175,1020.1253,1.8799,32.54324401913876,29876.795454545456,25044.644736842107,0
688,Blue,Team Flash,0.7084,2.0,0.0,8.0,2549.1281,8.8283,1226.921,1.9619,30.3815,28945.0,27142.0,0
689,Red,Vikings Esports,0.5722,3.0,1.0,8.0,2990.0545,8.4196,1289.4005,1.5804,32.2071,28740.0,23735.0,1
690,Blue,Beyond Gaming,0.7066,2.0,0.0,5.0,2789.8925,8.2028,1217.4501,1.5361,31.6743,29618.0,24858.0,0
691,Red,Deep Cross Gaming,0.7988,3.0,2.0,8.0,3941.3518,8.4793,1409.9539,1.5361,30.6912,28030.0,23421.0,1
692,Blue,Royal Never Give Up,0.1337,1.0,0.0,1.0,2355.7219,8.984,946.6578,1.6845,32.54324401913876,29876.795454545456,25044.644736842107,0
693,Red,Bilibili Gaming,0.3743,4.0,2.0,11.0,2049.9733,9.4385,1284.5722,2.4866,32.54324401913876,29876.795454545456,25044.644736842107,1
694,Blue,DRX,0.5631,4.0,1.0,7.0,2884.536,9.2284,1246.6736,2.0021,32.0959,30095.0,23878.0,1
695,Red,FearX,0.3754,0.0,1.0,3.0,2328.1126,7.9771,1064.39,1.3764,30.9385,29688.0,23942.0,0
696,Blue,Team Flash,0.4776,1.0,0.0,3.0,2647.3134,10.1791,1193.403,2.3284,35.194,31266.0,28476.0,0
697,Red,Vikings Esports,0.6269,4.0,1.0,8.0,3173.5821,9.5522,1336.4776,2.2687,34.5672,31179.0,26089.0,1
698,Blue,Beyond Gaming,1.0653,3.0,1.0,10.0,3335.3693,7.5426,1582.7983,1.0227,34.9858,30746.0,29136.0,1
699,Red,Deep Cross Gaming,0.1705,0.0,0.0,1.0,1750.7386,6.1364,894.4602,1.0653,30.0,27112.0,21454.0,0
700,Blue,DRX,0.303,2.0,1.0,1.0,1626.3636,9.1582,1052.8956,2.4242,33.5017,30751.0,25968.0,0
701,Red,FearX,0.7071,2.0,0.0,8.0,2227.037,9.697,1382.3232,1.5825,36.7677,31550.0,26263.0,1
702,Blue,Entropiq,0.5217,3.0,2.0,11.0,2452.0435,7.5978,1390.2391,1.5,32.9348,29433.0,27572.0,1
703,Red,GLORE,0.2609,1.0,0.0,1.0,2145.8152,6.8152,979.7609,1.2391,31.8913,27462.0,22105.0,0
704,Blue,Team UNiTY,0.5175,4.0,1.0,10.0,2089.1317,7.6596,1367.303,1.4146,35.4687,32682.0,25862.0,1
705,Red,OGC Sigma Esports,0.207,0.0,0.0,2.0,1806.5555,7.211,988.2576,0.9661,33.778,30666.0,24063.0,0
706,Blue,FUT Esports,0.2771,2.0,0.0,5.0,2515.0882,10.0504,1111.738,2.3426,32.9471,29885.0,26130.0,0
707,Red,Dark Passage,0.403,4.0,3.0,10.0,1592.7708,10.6549,1263.6272,2.7204,32.796,30456.0,23945.0,1
708,Blue,Europe Saviors Club,0.3828,4.0,2.0,7.0,2287.2527,7.8057,1132.3857,1.1911,30.3297,30628.0,23950.0,0
709,Red,Dynamo Eclot,0.3616,3.0,1.0,9.0,2307.5434,8.2949,1134.6827,1.2761,30.6487,29380.0,23999.0,1
710,Blue,Misa Esports,0.178,1.0,0.0,2.0,1756.2018,6.5519,1044.1424,1.1751,33.2938,30656.0,24425.0,0
711,Red,NASR eSports Turkey,0.6766,3.0,2.0,10.0,2557.3887,7.9407,1456.4866,1.1395,35.6439,31234.0,25858.0,1
712,Blue,Atleta Esport,0.6972,4.0,1.0,8.0,2253.7936,7.3821,1478.4279,0.9843,36.5003,30935.0,26298.0,1
713,Red,DREN Esports,0.2051,0.0,0.0,1.0,1176.2133,5.8237,897.5803,1.0663,31.743,29195.0,22719.0,0
714,Blue,BRUTE,0.4603,4.0,1.0,8.0,2030.7616,8.3836,1272.0658,1.2822,33.6986,29822.0,23746.0,1
715,Red,eSuba,0.0329,0.0,0.0,3.0,1394.8603,5.9507,831.3205,1.2822,30.6082,30139.0,24004.0,0
716,Blue,aNc Outplayed,1.165,2.0,1.0,9.0,3115.3814,6.5326,1582.9681,0.6241,33.5368,30483.0,29878.0,1
717,Red,Axolotl,0.4577,0.0,0.0,2.0,2015.534,4.8266,1008.8904,1.0818,26.7545,25810.0,25232.0,0
718,Blue,BoostGate Esports,0.0372,1.0,0.0,3.0,1930.8483,7.9505,881.5356,1.8576,32.3963,30613.0,24262.0,0
719,Red,BeÅŸiktaÅŸ Esports,0.4458,3.0,1.0,9.0,2230.3282,8.8421,1336.7926,1.4489,35.3684,31030.0,25768.0,1
720,Blue,EGN Esports,0.6598,3.0,1.0,9.0,1887.7126,8.7537,1502.6393,1.8475,36.3343,30557.0,29795.0,1
721,Red,White Dragons,0.132,0.0,0.0,0.0,1324.8827,5.2346,744.8974,1.0997,28.4164,27804.0,22057.0,0
722,Blue,ENEMI3S,0.2293,3.0,0.0,4.0,1721.2991,7.369,1057.762,0.9825,33.9629,31420.0,25828.0,0
723,Red,EKO Academy,0.4585,2.0,2.0,10.0,1777.3035,7.5328,1369.2576,1.6376,35.0764,30071.0,24505.0,1
724,Blue,Galakticos,0.2961,0.0,0.0,0.0,1336.6194,5.7372,831.6348,0.9624,27.6866,27539.0,22588.0,0
725,Red,Papara SuperMassive,1.0364,3.0,1.0,9.0,3152.8686,8.5503,1514.5466,1.1474,32.9796,30430.0,29445.0,1
726,Blue,Keypulse Esports,0.2313,1.0,1.0,3.0,2182.6699,6.9976,1015.7205,0.9542,31.894,29395.0,25473.0,0
727,Red,GTZ Esports,0.6072,4.0,0.0,9.0,2514.0145,6.8241,1286.2554,1.4458,35.9422,30468.0,27101.0,1
728,Blue,Dsyre Esports,0.4563,2.0,1.0,11.0,2376.9582,9.5817,1353.9639,1.711,34.0779,29612.0,25352.0,1
729,Red,Macko Esports,0.1711,3.0,1.0,4.0,1852.2148,8.4411,1081.3973,1.5114,33.7072,29177.0,24842.0,0
730,Blue,Odivelas Sports Club,0.2458,1.0,0.0,2.0,1434.0707,7.2197,1003.6252,1.3518,32.043,28977.0,23179.0,0
731,Red,SAW,0.5223,4.0,2.0,10.0,2204.0246,8.4793,1343.7481,1.5975,34.9616,31080.0,26296.0,1
732,Blue,Hurricane of Feathers,0.7429,1.0,2.0,10.0,2334.5429,8.0286,1453.8,1.3429,34.3429,30686.0,26380.0,1
733,Red,BWE Esports,0.5429,4.0,0.0,4.0,1874.3143,6.2571,1192.9429,0.8857,33.1714,30516.0,26387.0,0
734,Blue,Oh My God Academy,0.345,0.0,0.0,3.0,1960.7131,8.0736,1039.8735,1.4146,32.54324401913876,29876.795454545456,25044.644736842107,0
735,Red,Bilibili Gaming Junior,0.621,4.0,1.0,9.0,1981.7941,7.9356,1387.6596,1.3111,32.54324401913876,29876.795454545456,25044.644736842107,1
736,Blue,Gen.G,0.1888,2.0,0.0,4.0,1747.473,11.1691,1045.8183,2.7248,34.0737,29313.0,24759.0,0
737,Red,Dplus KIA,0.4586,3.0,2.0,9.0,1848.0486,11.0612,1295.3957,2.6169,34.5594,30009.0,25955.0,1
738,Blue,Ji Jie Hao (é›†ç»“å·),0.389,4.0,2.0,11.0,2589.2469,9.3965,1312.8479,1.4963,32.54324401913876,29876.795454545456,25044.644736842107,1
739,Red,Anyone's Legend.Young,0.0599,1.0,0.0,2.0,1698.6733,7.3915,983.5511,1.586,32.54324401913876,29876.795454545456,25044.644736842107,0
740,Blue,Gen.G,0.2586,5.0,1.0,11.0,2322.2257,11.9436,1169.1771,2.2806,31.4812,30331.0,24637.0,1
741,Red,Dplus KIA,0.1881,0.0,1.0,8.0,1895.5486,10.0157,1033.0721,1.9279,30.1646,30492.0,25877.0,0
742,Blue,Invictus Gaming,0.1442,1.0,0.0,0.0,1891.9471,7.7163,872.5962,1.226,32.54324401913876,29876.795454545456,25044.644736842107,0
743,Red,Ninjas in Pyjamas,0.7933,2.0,1.0,11.0,2890.7091,9.3389,1545.0721,2.2356,32.54324401913876,29876.795454545456,25044.644736842107,1
744,Blue,EDG Youth Team,0.7212,4.0,1.0,10.0,2547.0433,8.113,1388.2212,1.3341,32.54324401913876,29876.795454545456,25044.644736842107,1
745,Red,Rare Atom Period,0.2163,0.0,0.0,1.0,1774.2909,6.0938,857.524,0.9736,32.54324401913876,29876.795454545456,25044.644736842107,0
746,Blue,Ninjas in Pyjamas,1.006,4.0,1.0,10.0,2777.3038,9.497,1488.7726,2.0121,32.54324401913876,29876.795454545456,25044.644736842107,1
747,Red,Invictus Gaming,0.1207,0.0,0.0,0.0,1655.8149,6.8008,847.7666,1.3682,32.54324401913876,29876.795454545456,25044.644736842107,0
748,Blue,Dplus KIA,0.1354,0.0,0.0,3.0,1491.0321,10.2538,940.0677,1.8274,32.9949,29817.0,24224.0,0
749,Red,Gen.G,0.4738,4.0,1.0,10.0,2069.5431,10.0508,1325.2115,2.4704,36.6836,30513.0,26645.0,1
750,Blue,Fukuoka SoftBank HAWKS gaming,0.8285,2.0,0.0,9.0,2872.6308,8.5901,1431.1919,1.2209,35.9738,29436.0,25895.0,1
751,Red,Burning Core Toyama,0.218,0.0,0.0,2.0,1244.3023,6.2791,920.5378,0.9157,30.8721,27597.0,21699.0,0
752,Blue,FunPlus Phoenix Blaze,0.896,4.0,1.0,9.0,2585.5485,7.6852,1415.9104,1.3785,32.54324401913876,29876.795454545456,25044.644736842107,1
753,Red,ThunderTalk Gaming Young,0.1723,0.0,0.0,3.0,1448.7191,7.1683,984.5721,1.1717,32.54324401913876,29876.795454545456,25044.644736842107,0
754,Blue,Burning Core Toyama,0.3776,0.0,0.0,0.0,2461.3043,7.2769,988.4897,1.5789,30.1373,29064.0,22985.0,0
755,Red,Fukuoka SoftBank HAWKS gaming,0.7208,4.0,1.0,11.0,2904.7826,9.0618,1431.2128,1.6476,34.1533,30906.0,26008.0,1
756,Blue,Frank Esports,0.469,3.0,2.0,10.0,2712.3986,9.1451,1288.0215,2.9604,34.4406,30984.0,23432.0,1
757,Red,PSG Talon,0.1466,2.0,0.0,6.0,1954.4113,9.2916,1062.0616,1.7587,33.4734,30837.0,25235.0,0
758,Blue,Ultra Prime,0.3867,4.0,2.0,8.0,2726.0425,10.9856,1215.0114,2.1607,32.54324401913876,29876.795454545456,25044.644736842107,1
759,Red,LGD Gaming,0.182,3.0,0.0,4.0,3010.7809,11.0993,1091.3723,2.1607,32.54324401913876,29876.795454545456,25044.644736842107,0
760,Blue,Ultra Prime Academy,0.3322,3.0,0.0,5.0,2529.542,9.2099,1093.8299,1.7816,32.54324401913876,29876.795454545456,25044.644736842107,0
761,Red,Top Esports Challenger,0.6341,2.0,2.0,8.0,3003.8349,8.7871,1367.7403,1.842,32.54324401913876,29876.795454545456,25044.644736842107,1
762,Blue,Kwangdong Freecs,0.339,3.0,0.0,8.0,1887.6836,11.1017,1232.2316,2.5989,38.1638,29659.0,24657.0,1
763,Red,Nongshim RedForce,0.0565,2.0,0.0,4.0,1320.678,11.3277,1044.6045,2.7401,36.3559,29771.0,24596.0,0
764,Blue,Team Whales,0.5594,3.0,2.0,11.0,2766.3003,8.95,1456.5456,1.5604,34.5044,31831.0,28151.0,1
765,Red,Team Secret,0.4122,2.0,0.0,2.0,2466.3003,7.3307,1183.0422,1.6781,35.2699,30327.0,24650.0,0
766,Blue,PSG Talon,0.3881,3.0,0.0,7.0,2075.159,8.7008,1118.9434,1.4879,34.5121,28699.0,25216.0,1
767,Red,Frank Esports,0.0647,1.0,0.0,1.0,1300.3989,7.7951,808.8841,1.8113,30.1779,27183.0,20802.0,0
768,Blue,Ultra Prime,0.1457,3.0,1.0,5.0,2056.3173,9.9798,1123.2214,1.2384,32.54324401913876,29876.795454545456,25044.644736842107,0
769,Red,LGD Gaming,0.3157,3.0,1.0,8.0,2152.327,9.6641,1193.8082,2.4039,32.54324401913876,29876.795454545456,25044.644736842107,1
770,Blue,Sengoku Gaming,0.7871,5.0,0.0,10.0,2736.4783,9.3845,1334.107,1.8163,31.998,30779.0,25426.0,1
771,Red,V3 Esports,0.1211,0.0,1.0,3.0,1651.3925,8.3249,998.4157,1.3623,29.9092,29076.0,24411.0,0
772,Blue,Joy Dream,0.4585,4.0,1.0,6.0,2415.6495,9.5364,1187.3153,1.7117,32.54324401913876,29876.795454545456,25044.644736842107,1
773,Red,Team WE Academy,0.1834,0.0,0.0,3.0,2044.9516,8.2221,1013.9175,1.6811,32.54324401913876,29876.795454545456,25044.644736842107,0
774,Blue,Team Whales,0.2729,1.0,0.0,2.0,1855.9677,8.3375,1035.4017,1.5462,33.3502,31099.0,24932.0,0
775,Red,Team Secret,0.4245,4.0,2.0,11.0,2255.1996,9.0045,1347.7413,1.6675,33.9262,29592.0,25834.0,1
776,Blue,Nongshim RedForce,0.3062,2.0,0.0,3.0,2498.0212,9.5171,1103.1331,2.0966,31.8963,29846.0,25362.0,0
777,Red,Kwangdong Freecs,0.424,5.0,4.0,10.0,3485.9128,10.0353,1433.4982,2.1908,32.5559,29877.0,25500.0,1
778,Blue,Frank Esports,0.5472,2.0,1.0,9.0,2570.6703,9.3844,1236.0876,1.7784,32.0383,28836.0,23142.0,1
779,Red,PSG Talon,0.2189,3.0,1.0,3.0,1924.3228,9.9863,1036.0055,1.9699,31.026,29509.0,23311.0,0
780,Blue,V3 Esports,0.4475,4.0,1.0,5.0,3065.5729,8.5627,1135.2814,1.6475,28.3729,29743.0,24769.0,0
781,Red,Sengoku Gaming,0.5085,3.0,3.0,10.0,2800.9424,8.5017,1266.3458,1.4847,28.9424,30110.0,24222.0,1
782,Blue,LGD Gaming,0.3747,4.0,0.0,8.0,2638.1266,9.7169,1122.8643,1.5737,32.54324401913876,29876.795454545456,25044.644736842107,1
783,Red,Ultra Prime,0.1749,2.0,1.0,2.0,2341.8984,8.2431,984.9792,1.5737,32.54324401913876,29876.795454545456,25044.644736842107,0
784,Blue,LGD Gaming Young Team,0.445,3.0,1.0,5.0,2736.5183,8.1937,1228.7173,1.4921,32.54324401913876,29876.795454545456,25044.644736842107,0
785,Red,LNG Academy,0.3403,3.0,1.0,9.0,2405.1571,7.8534,1180.5497,1.4398,32.54324401913876,29876.795454545456,25044.644736842107,1
786,Blue,Team Whales,0.4795,2.0,0.0,7.0,1714.9658,8.4589,1279.7603,1.8836,37.4315,31592.0,26273.0,1
787,Red,Team Secret,0.3767,3.0,2.0,3.0,1553.0479,10.8562,1187.1233,1.9521,35.8562,30198.0,25340.0,0
788,Blue,Weibo Gaming Youth Team,0.4737,4.0,1.0,9.0,3339.321,10.5172,1259.9053,2.3687,32.54324401913876,29876.795454545456,25044.644736842107,1
789,Red,Royal Club,0.1895,2.0,1.0,4.0,1967.3747,10.3987,1113.2807,2.3687,32.54324401913876,29876.795454545456,25044.644736842107,0
790,Blue,HELL PIGS,0.3457,1.0,0.0,3.0,2351.0638,7.8989,1005.3989,1.4362,30.7181,30589.0,25529.0,0
791,Red,J Team,0.6383,4.0,2.0,9.0,2806.4096,9.6543,1308.2979,1.6489,32.3936,32677.0,27273.0,1
792,Blue,Top Esports,0.6936,3.0,1.0,10.0,2652.1387,9.5029,1490.8786,1.9075,32.54324401913876,29876.795454545456,25044.644736842107,1
793,Red,EDward Gaming,0.1734,1.0,0.0,1.0,2331.7803,6.7977,924.3121,0.9711,32.54324401913876,29876.795454545456,25044.644736842107,0
794,Blue,AXIZ CREST,0.1202,2.0,0.0,2.0,2053.5271,8.4469,999.3788,1.7134,34.5691,29894.0,24083.0,0
795,Red,DetonatioN FocusMe,0.4208,3.0,2.0,9.0,2444.2786,9.5892,1303.7675,1.8337,34.4489,30123.0,25188.0,1
796,Blue,HELL PIGS,0.2363,3.0,0.0,3.0,1926.7221,9.4792,1064.3239,1.8381,35.1072,30609.0,25310.0,0
797,Red,J Team,0.5777,3.0,1.0,9.0,2268.9716,9.9256,1346.0744,1.9956,35.9212,30569.0,25499.0,1
798,Blue,EDward Gaming,0.1406,1.0,0.0,3.0,1513.6731,7.8032,1021.9684,1.3357,32.54324401913876,29876.795454545456,25044.644736842107,0
799,Red,Top Esports,0.6678,3.0,1.0,10.0,2322.7768,8.4359,1425.8699,1.3708,32.54324401913876,29876.795454545456,25044.644736842107,1
800,Blue,DetonatioN FocusMe,0.7184,2.0,1.0,9.0,3491.4943,9.3391,1293.1609,2.5287,28.8506,28611.0,26388.0,1
801,Red,AXIZ CREST,0.4023,3.0,0.0,4.0,2165.431,9.023,1011.4368,1.1207,28.5057,27948.0,23707.0,0
802,Blue,Team BDS,0.5562,2.0,1.0,9.0,1862.5845,8.9313,1335.5071,1.7012,35.3326,29778.0,24275.0,1
803,Red,Team Heretics,0.3272,1.0,0.0,1.0,1489.8582,8.5714,1034.6238,1.5049,35.0055,28440.0,24643.0,0
804,Blue,Fluxo,0.2209,0.0,0.0,7.0,1667.7423,7.3252,1058.8344,1.6933,31.0307,28624.0,24348.0,0
805,Red,KaBuM! Esports,0.589,4.0,1.0,9.0,2086.6012,9.5337,1321.6196,1.2883,32.9448,30166.0,27261.0,1
806,Blue,Vivo Keyd Stars,0.4213,3.0,2.0,11.0,2079.6723,9.7952,1384.2481,1.7203,35.3891,31443.0,26828.0,1
807,Red,INTZ,0.1755,1.0,0.0,0.0,1842.8321,6.9163,897.7882,1.6501,31.3517,27737.0,22677.0,0
808,Blue,SK Gaming,0.3602,1.0,2.0,9.0,2181.2506,9.1546,1278.2491,1.4107,32.9565,29924.0,26048.0,1
809,Red,Team Vitality,0.1801,3.0,0.0,2.0,2007.4637,7.8939,925.2726,1.5908,30.7654,28380.0,23160.0,0
810,Blue,paiN Gaming,0.3854,4.0,2.0,10.0,2373.3498,8.6265,1264.9209,1.8676,34.3874,31299.0,24835.0,1
811,Red,FURIA,0.1482,2.0,0.0,3.0,1402.0257,8.7747,1003.4585,1.6601,34.7134,29677.0,23970.0,0
812,Blue,MAD Lions KOI,0.583,3.0,3.0,10.0,2720.6084,9.2522,1335.7668,1.6223,30.2408,30413.0,27013.0,1
813,Red,Fnatic,0.4309,3.0,0.0,7.0,2193.8657,8.7452,1192.1673,1.9011,31.2801,31988.0,26738.0,0
814,Blue,LOUD,0.6663,3.0,0.0,8.0,1876.9725,8.3811,1279.2168,1.8586,33.8048,29579.0,25119.0,1
815,Red,Liberty,0.2805,1.0,1.0,3.0,2067.2472,9.0824,1100.7247,1.9638,33.3489,30130.0,24867.0,0
816,Blue,G2 Esports,0.3797,1.0,1.0,9.0,2385.3038,7.6329,1336.519,2.2785,36.4937,29970.0,24814.0,1
817,Red,GiantX,0.3418,2.0,0.0,0.0,1559.0886,7.2911,927.9873,1.1392,31.443,29490.0,25218.0,0
818,Blue,Rogue,0.4176,2.0,1.0,11.0,2468.1585,7.9979,1323.212,1.3169,33.5653,30625.0,24509.0,1
819,Red,Karmine Corp,0.2248,2.0,0.0,2.0,1719.3469,7.2912,992.6981,1.2848,33.4368,30413.0,24645.0,0
820,Blue,Cloud9,0.6026,1.0,1.0,10.0,2764.1808,8.0226,1377.2505,0.9793,34.3126,30949.0,25820.0,1
821,Red,Dignitas,0.226,2.0,0.0,2.0,1838.0414,7.194,917.7401,1.6949,32.2787,29612.0,23482.0,0
822,Blue,100 Thieves,0.3878,2.0,0.0,3.0,2099.2245,8.7635,990.4524,2.0939,31.2021,28946.0,23381.0,0
823,Red,NRG,0.4653,4.0,1.0,9.0,3225.8854,10.5213,1249.6338,1.8354,33.9681,30854.0,25104.0,1
824,Blue,FlyQuest,0.3401,5.0,1.0,8.0,2641.3321,8.4176,1236.9863,1.5588,35.1157,30506.0,24608.0,1
825,Red,Team Liquid,0.085,1.0,0.0,7.0,2336.2589,9.2111,995.7959,2.0406,34.3788,30015.0,23669.0,0
826,Blue,Immortals,0.6515,4.0,1.0,9.0,2908.7901,10.2689,1384.3123,1.7373,36.1427,31436.0,25688.0,1
827,Red,Shopify Rebellion,0.2792,1.0,0.0,2.0,1739.8759,9.121,1009.9793,1.9855,33.2885,30168.0,23458.0,0
828,Blue,DRX,0.2412,3.0,0.0,4.0,1816.2814,9.0151,1097.397,2.0503,36.0,31454.0,24466.0,0
829,Red,OKSavingsBank BRION,0.3317,3.0,2.0,9.0,2139.8593,10.4623,1336.2211,2.3216,36.8744,32028.0,25143.0,1
830,Blue,Ultra Prime Academy,0.4716,2.0,0.0,3.0,2936.7511,7.9913,1046.2009,1.8079,32.54324401913876,29876.795454545456,25044.644736842107,0
831,Red,Royal Club,0.6026,4.0,1.0,10.0,2890.821,8.9869,1300.5066,1.6245,32.54324401913876,29876.795454545456,25044.644736842107,1
832,Blue,OKSavingsBank BRION,0.0759,1.0,0.0,3.0,1648.622,8.9507,907.5853,2.933,32.3894,30755.0,25026.0,0
833,Red,DRX,0.0759,4.0,2.0,9.0,2137.598,10.7459,1054.5891,2.0228,31.8331,30026.0,23573.0,1
834,Blue,Team WE Academy,0.3112,4.0,1.0,7.0,2442.6158,8.7143,1079.9778,1.4005,32.54324401913876,29876.795454545456,25044.644736842107,0
835,Red,unknown team,0.4891,1.0,2.0,9.0,2667.8548,7.9363,1266.269,1.8229,32.54324401913876,29876.795454545456,25044.644736842107,1
836,Blue,ThunderTalk Gaming,0.4167,4.0,0.0,7.0,2113.3125,10.5833,1040.8125,1.7917,32.54324401913876,29876.795454545456,25044.644736842107,0
837,Red,Weibo Gaming,0.3333,2.0,3.0,8.0,2327.4792,9.5833,1161.8958,2.1458,32.54324401913876,29876.795454545456,25044.644736842107,1
838,Blue,DRX,0.4339,3.0,1.0,10.0,2670.0289,8.7657,1225.1977,2.0829,33.7608,31119.0,26029.0,1
839,Red,OKSavingsBank BRION,0.1157,2.0,0.0,1.0,2174.6095,8.3607,939.6336,1.6201,33.703,29436.0,23838.0,0
840,Blue,DetonatioN FocusMe,0.9139,3.0,0.0,10.0,2779.3755,6.5347,1438.3092,1.3252,33.77,31098.0,25495.0,1
